id,sentence,type
bbc_460,i call for full respect for international law and an immediate ceasefire,pro-palestinian
bbc_460,qatar meanwhile warned that the strike could complicate its mediation efforts to reach a ceasefire and hostage release deal,pro-israeli
bbc_460,a house was damaged north of tel aviv,pro-israeli
bbc_460,israeli officials said over the weekend that the wording did not rule out all military action,pro-israeli
bbc_461,israeli media say there was an exchange of fire but there are few other details and no reports of israeli casualties,pro-israeli
bbc_461,it accused israel of the targeting of defenceless civilians,pro-israeli
bbc_462,israeli media say there was an exchange of fire but there are few other details and no reports of israeli casualties,pro-israeli
bbc_462,it accused israel of the targeting of defenceless civilians,pro-israeli
bbc_463,mr netanyahu said the strike was a tragic mishap but added i dont intend to end the war before every goal has been achieved,pro-israeli
bbc_463,the un security council will hold an emergency meeting on tuesday at algerias request to discuss the rafah strike,pro-palestinian
bbc_463,there is no safe place in gaza,pro-palestinian
bbc_463,this horror must stop he said,pro-israeli
bbc_463,in rafah we already evacuated about one million noncombatant residents and despite our utmost effort not to harm noncombatants something unfortunately went tragically wrong he persisted,pro-palestinian
bbc_463,the blocs top diplomat josep borrell called sundays strike horrifying,pro-palestinian
bbc_463,2 miles northwest of the centre of rafah,pro-palestinian
bbc_463,videos from the scene in the tal alsultan area on sunday night showed a large explosion and intense fires burning,pro-palestinian
bbc_463,mdecins sans frontires msf said on monday that one of its facilities had received at least 28 dead people including women and children following the strike,pro-israeli
bbc_463,the us called the images heartbreaking but insisted israel had a right to defend itself,pro-israeli
bbc_463,but they conceded that israel must take every precaution possible to protect civilians,pro-israeli
bbc_463,top military officials including maj gen yifat tomer yerushalmi the idfs advocate general have promised a thorough investigation and a more detailed explanation is expected,pro-israeli
bbc_464,the palestinian flag has now been raised at leinster house the seat of the irish parliament,pro-palestinian
bbc_464,norway and spain have also announced that they will recognise a palestinian state,pro-palestinian
bbc_464,taoiseach simon harris said the decision was about keeping hope alive,pro-israeli
bbc_464,we had wanted to recognise palestine at the end of a peace process however we have made this move alongside spain and norway to keep the miracle of peace alive,pro-palestinian
bbc_464,his family relocated to gaza when he was aged eight,pro-palestinian
bbc_464,his wife and other family members were killed in gaza last year,pro-palestinian
bbc_464,mr elestal who now lives in dublin with his children told bbc news ni the decision to recognise a palestinian state was a great step,pro-palestinian
bbc_464,it translates the solidarity shown by the irish government he said,pro-israeli
bbc_464,his parents are palestinian and he grew up in jordan moving to the republic of ireland to study,pro-palestinian
bbc_464,but it does feel out of place for now he said,pro-israeli
bbc_464,the irish government has recognised a palestinian state but palestinian students are being told they cannot remain here when they finish their studies,pro-palestinian
bbc_464,today is a very sad day for irelandisrael relations and indeed for the nation of ireland as almost eight months since the horrors of 7 october it said in a statement,pro-israeli
bbc_464,he criticised the move to recognise a palestinian state,pro-palestinian
bbc_464,this announcement sends the wrong message  if you commit atrocities you will get some reward he told bbc news ni,pro-palestinian
bbc_464,it said it followed worrying initiatives and statements in recent months,pro-israeli
bbc_464, the ambassador of palestine in ireland jilan wahba abdalmajid issued a statement thanking the irish government,pro-palestinian
bbc_464,the bonds between ireland and palestine are exceptionally strong,pro-palestinian
bbc_464,she added that it gave palestinians hope and possibility,pro-palestinian
bbc_464,the irish ambassador to israel sonya mcguinness was summoned to the israeli foreign affairs ministry in jerusalem and reprimanded,pro-israeli
bbc_464,however it is understood a palestinian embassy  considered an upgrade from the existing mission  is to open in dublin in the coming week while dublin will send an ambassador to represent ireland to the palestinian people,pro-palestinian
bbc_465,israel has withdrawn its ambassadors from ireland norway and spain and formally reprimanded their envoys in tel aviv,pro-israeli
bbc_465,all three were summoned to israels foreign ministry last week to be shown footage of the 7 october attacks in front of the media,pro-israeli
bbc_465,the process of diplomatic recognition varies between countries but normally involves a formal exchange of credentials with the palestinian authority in ramallah,pro-palestinian
bbc_465,the palestinian flag flew over irelands parliament as tds set aside four hours to debate the issue,pro-palestinian
bbc_465,before the cabinet where the formal decision would be made the taioseach prime minister simon harris said it was an historic and important move,pro-israeli
bbc_465,it is an expression of our view that palestine holds and should be able to vindicate the full rights of the state including selfdetermination selfgovernance territorial integrity and security as well as recognising palestines own obligations under international law,pro-palestinian
bbc_465,israel appears most angry with spain,pro-israeli
bbc_465,he told mr snchez that if he did not fire his deputy you are participating in the incitement to commit genocide and war crimes against the jewish people,pro-israeli
bbc_465,slovenia malta and belgium have in recent months indicated they could recognise palestine too,pro-palestinian
bbc_465,symbolism solves nothing he said,pro-israeli
bbc_465,most countries  about 139 in all  formally recognise a palestinian state,pro-palestinian
bbc_465,on 10 may 143 out of 193 members of the united nations general assembly voted in favour of a palestinian bid for full un membership something that is only open to states,pro-palestinian
bbc_465,palestine currently has a kind of enhanced observer status at the un which gives it a seat but not a vote in the assembly,pro-palestinian
bbc_465,it is also recognised by various international organisations including the arab league and the organisation of islamic cooperation,pro-palestinian
bbc_465,a minority of european countries already recognise a palestinian state,pro-palestinian
bbc_465,they include former members of the soviet bloc such as hungary poland romania czechia slovakia and bulgaria which adopted the position in 1988 and others including sweden and cyprus,pro-palestinian
bbc_465,but many european countries  and the us  say they will recognise a palestinian state only as part of a longterm political solution to the conflict in the middle east,pro-palestinian
bbc_466,us forces began building the floating pier  which is attached to gazas shoreline by a temporary causeway  several weeks ago,pro-palestinian
bbc_466,the pier which was first announced by us officials in march is comprised of two main components a large floating dock made up of steel segments and a twolane 1800ft 548m causeway and pier,pro-palestinian
bbc_466,according to pentagon spokeswoman sabrina singh the pier will be removed over the next two days with the help of the israeli navy,pro-israeli
bbc_466,i cant predict the weather she said,pro-israeli
bbc_466,mick mulroy a former deputy assistant secretary of defence for the middle east and one of the founders of fogbow a private firm involved in the gaza pier plan told the bbc that weatherrelated delays were expected to pose challenges,pro-palestinian
bbc_466,but those challenges can be overcome and the mission itself is worth the effort he said,pro-israeli
bbc_466,people are in desperate need of aid and this is one means to deliver it,pro-israeli
bbc_466,the pentagon estimates that more than 1000 tonnes have been delivered to shore with just over 900 tonnes reaching un warehouses,pro-palestinian
bbc_467,speaking on a campaign visit to an exhibition of poems written by children in gaza the snp leader claimed his party had been westminsters moral compass on the conflict,pro-palestinian
bbc_467,and mr swinney argued the uk should follow the lead of ireland norway and spain in recognising a palestinian state,pro-palestinian
bbc_467,in recent months the uk government has said it was considering such a move,pro-israeli
bbc_467,on monday mr swinney said the snp would force the issue to a vote in the house of commons after the election,pro-israeli
bbc_467,two months later the foreign secretary suggested britain was ready to bring forward the moment when it formally recognises a palestinian state,pro-palestinian
bbc_467,he said keir starmer has said he wants the fighting to stop right now and for that to be a sustainable ceasefire,pro-israeli
bbc_467,most countries  about 139 in all external  already formally recognise a palestinian state,pro-palestinian
bbc_467,on 10 may 143 out of 193 members of the united nations general assembly voted in favour of a palestinian bid for full un membership something that is only open to states,pro-palestinian
bbc_467,palestine currently has a kind of enhanced observer status at the un which gives them a seat but not a vote in the assembly,pro-palestinian
bbc_467,it is also recognised by various international organisations including the arab league and the organisation of islamic cooperation,pro-palestinian
bbc_467,a minority of european countries already recognise a palestinian state,pro-palestinian
bbc_467,they comprise hungary poland romania the czech republic slovakia and bulgaria which adopted the position 1988 and others including sweden and cyprus,pro-palestinian
bbc_467,but many european nations  and the united states  say they will recognise a palestinian state only as part of a longterm political solution to the conflict in the middle east,pro-palestinian
bbc_468,israel has vehemently denied the allegation,pro-israeli
bbc_468,the two most important concern whether or not the court has suggested there is a risk of genocide in gaza,pro-palestinian
bbc_468,the second ruling  delivered on 24 may  includes hotly disputed wording over the military operations in rafah,pro-palestinian
bbc_468,headlines suggested this was an order to stop all military operations in rafah  but some of the judges disagree with what it means,pro-palestinian
bbc_468,the order as he voted for it banned military action as far as it could endanger the rights of the palestinian people to be protected from a risk of genocide,pro-palestinian
bbc_469,israel has vehemently denied the allegation,pro-israeli
bbc_469,the two most important concern whether or not the court has suggested there is a risk of genocide in gaza,pro-palestinian
bbc_469,the second ruling  delivered on 24 may  includes hotly disputed wording over the military operations in rafah,pro-palestinian
bbc_469,headlines suggested this was an order to stop all military operations in rafah  but some of the judges disagree with what it means,pro-palestinian
bbc_469,the order as he voted for it banned military action as far as it could endanger the rights of the palestinian people to be protected from a risk of genocide,pro-palestinian
bbc_470,many of them were women children or elderly who were sheltering at a camp for displaced people,pro-israeli
bbc_470,the us state department said it was watching closely for the israeli military to conduct a quick and thorough investigation into the strike,pro-israeli
bbc_470,pressed by bbc correspondent tom bateman on whether previous such investigations had led to accountability state department spokesman matthew miller declined to name specific cases,pro-palestinian
bbc_470,you cannot reach a conclusion about the results of these investigations in the middle of a conflict he said,pro-israeli
bbc_470,when the white house spokesman was asked whether the strike had violated the limits previously set by president biden he said he had no policy changes to speak to,pro-israeli
bbc_470,the president said that should that occur then it might make him have to make different decisions in terms of support,pro-israeli
bbc_470,we have not seen them smash into rafah,pro-palestinian
bbc_470,we have not seen them go in with large units large numbers of troops in columns and formations in some sort of coordinated manoeuvre against multiple targets on the ground,pro-palestinian
bbc_470,since then tanks and troops have gradually pushed into builtup eastern and central areas while also moving northwards along the 13km 8mile border with egypt,pro-palestinian
bbc_470,the president is facing growing calls at home to put greater pressure on the israeli government to ensure everything is done to minimise the humanitarian impact of the conflict,pro-israeli
bbc_470,we also saw cases of amputations wounded children women and the elderly,pro-palestinian
bbc_470,an eyewitness named muhannad himself a displaced resident of gaza described the air strike when we heard the sound the sky suddenly lit up,pro-palestinian
bbc_470,an eyewitness told the bbc that israeli soldiers had taken up position on top of a building overlooking the area and started shooting at any movement,pro-israeli
bbc_470,speaking from rafah on tuesday sam rose a spokesman for unrwa the uns humanitarian agency for palestinian refugees told bbc news what weve witnessed over the past 24 hours is an intensification of the bombardments in rafah and military operations which are pushing further west into the tal alsultan district of the city,pro-palestinian
bbc_470,it also includes a large unrwa logistics base and the unrwa health centre which is essentially the beating heart of the humanitarian operation in rafah and has been for several months,pro-palestinian
bbc_471,the papers explain that tory modelling has suggested the measures could generate about 910m for apprenticeships by the end of the decade by reducing the number of student loans which are never paid back,pro-israeli
bbc_471,the telegraph leads with an interview with rishi sunak,pro-palestinian
bbc_471,the front page of the daily mirror has the decision by the police to drop their inquiry into labours deputy leader angela rayners house sale,pro-israeli
bbc_471,it describes this as a fresh blow to mr sunaks campaign,pro-palestinian
bbc_471,according to the guardian israels foreign intelligence agency is alleged to have threatened a chief prosecutor of the international criminal court,pro-israeli
bbc_472,one officer suffered a serious facial injury after she was hit with a bottle thrown from within the crowd the metropolitan police said,pro-israeli
bbc_472,the met said the suspect had not yet been identified but that police were investigating,pro-israeli
bbc_472,40 arrests related to assaults on emergency workers obstruction of the highway and public order act breaches were made the force said,pro-israeli
bbc_472,police said the vast majority of protesters  between 8000 and 10000 people  left without incident at the scheduled time,pro-israeli
bbc_472,the met said some resisted arrest which required officers to use force to remove them from the crowd,pro-israeli
bbc_472,a breakaway march then made its way to bridge street outside westminster station where police put cordons in place,pro-israeli
bbc_473,icc netanyahu angrily rejects move to seek his arrest euro 2025 group b2 qualifier  scotland v israelvenue hampden park glasgow date friday 31 may kickoff 1905 bstcoverage watch live on bbc scotland iplayer and bbc sport website follow live text commentary on bbc sport website,pro-israeli
bbc_473,the first match at hampden park in glasgow is on friday before the return game in the neutral venue of budapest hungary on 4 june,pro-palestinian
bbc_473,scotland and israel were drawn together in group b2 of euro 2025 qualifying  alongside serbia and slovakia  in march,pro-israeli
bbc_473,having drawn in serbia and beaten the slovaks at hampden in their first two games the scots were always scheduled to host israel in backtoback matches,pro-israeli
bbc_473,despite moving games out of israel uefa has always been clear that israeli sides would continue to play matches in continental competitions,pro-israeli
bbc_473,that has come despite some pressure to exclude israel and its teams as uefa and fifa did to russia after its invasion of ukraine in 2022,pro-israeli
bbc_473,there was no such discussion or such intention from the uefa administration general secretary theodore theodoridis said in february,pro-israeli
bbc_473,these are two completely different situations of two countries,pro-palestinian
bbc_473,the palestinian football authorities have been backed by jordan and other middle east associations,pro-palestinian
bbc_473,the israeli fa labelled the move cynical,pro-israeli
bbc_473,the spaniard said his opinion on the subject doesnt matter as uefa has sanctioned the matches  and said his focus is on doing the job on the pitch,pro-israeli
bbc_473,we just have to focus on the game itself the 32yearold said,pro-israeli
bbc_473,one group  the gaza genocide emergency committee  has arranged a protest before the game at hampden and called for the matches to be cancelled,pro-palestinian
bbc_474,scotland v israel why euro 2025 qualifier is going ahead  bbc sport euro 2025 group b2 qualifier  scotland v israelvenue hampden park glasgow date friday 31 may kickoff 1905 bstcoverage watch live on bbc scotland iplayer and bbc sport website follow live text commentary on bbc sport website,pro-israeli
bbc_474,the first match at hampden park in glasgow is on friday before the return game in the neutral venue of budapest hungary on 4 june,pro-palestinian
bbc_474,scotland and israel were drawn together in group b2 of euro 2025 qualifying  alongside serbia and slovakia  in march,pro-israeli
bbc_474,having drawn in serbia and beaten the slovaks at hampden in their first two games the scots were always scheduled to host israel in backtoback matches,pro-israeli
bbc_474,despite moving games out of israel uefa has always been clear that israeli sides would continue to play matches in continental competitions,pro-israeli
bbc_474,that has come despite some pressure to exclude israel and its teams as uefa and fifa did to russia after its invasion of ukraine in 2022,pro-israeli
bbc_474,there was no such discussion or such intention from the uefa administration general secretary theodore theodoridis said in february,pro-israeli
bbc_474,these are two completely different situations of two countries,pro-palestinian
bbc_474,the palestinian football authorities have been backed by jordan and other middle east associations,pro-palestinian
bbc_474,the israeli fa labelled the move cynical,pro-israeli
bbc_474,the spaniard said his opinion on the subject doesnt matter as uefa has sanctioned the matches  and said his focus is on doing the job on the pitch,pro-israeli
bbc_474,we just have to focus on the game itself the 32yearold said,pro-israeli
bbc_474,one group  the gaza genocide emergency committee  has arranged a protest before the game at hampden and called for the matches to be cancelled,pro-palestinian
bbc_475,that suggestion will worry many in israel and outside,pro-israeli
bbc_475,the plan he added was to work with the egyptians to ensure weapon smuggling is prevented,pro-palestinian
bbc_475,egypt has denied weapons are still being smuggled under the border,pro-palestinian
bbc_475,the troops have also gradually pushed into builtup neighbourhoods of rafah city from the east and south and reportedly reached the central alawda roundabout on tuesday,pro-palestinian
bbc_475,sam rose of the un agency for palestinian refugees unrwa who is in western rafah told the bbc that most people are now packing up and leaving,pro-palestinian
bbc_475,that its time for them to leave he said,pro-israeli
bbc_475,the rafah chapter of this conflict which we hoped wouldnt be upon us is now under way,pro-palestinian
bbc_475,if the incursion would continue we would lose that last hospital in rafah dr rik peeperkorn the agencys representative for gaza and the occupied west bank warned in an interview with reuters and afp news agencies in geneva,pro-palestinian
bbc_475,all the field hospitals still functioning in the rafah area are overwhelmed by casualties and undersupplied according to the who,pro-palestinian
bbc_475,the health ministry said at least 45 people were killed in the incident,pro-israeli
bbc_475,hundreds more were treated for severe burns fractures and shrapnel wounds,pro-palestinian
bbc_475,but the idf said it did not strike in the humanitarian area in almawasi,pro-israeli
bbc_475,a displaced man from zeitoun in northern gaza who asked not to be named told bbc arabics gaza today programme that 18 members of his family were among the 21 reported killed,pro-palestinian
bbc_475,i was in the company of one of my relatives whom i left for a while and went to perform my prayers he said while trying to identify the bodies,pro-israeli
bbc_475,when i returned i found that he was martyred,pro-palestinian
bbc_476,the protesters had occupied an area outside of newcastle university but have since moved inside the armstrong building,pro-palestinian
bbc_476,a number of police officers were at the scene on wednesday,pro-israeli
bbc_476,northumbria police said it was liaising with all relevant parties,pro-israeli
bbc_476,a spokesperson said our overarching priority is to ensure the safety of everyone in attendance including the protesters members of the public and our officers,pro-israeli
bbc_476,a spokesperson who did not wish to be named said people had barricaded themselves into the building because our demands have not been met and added protesters were prepared to stay here for as long as two months,pro-israeli
bbc_476,he claimed protestors had already seen security become violent  claims which were refuted by newcastle university,pro-palestinian
bbc_476,if any student is feeling intimidation we want to adjust that and we want to do some outreach for them the spokesperson said,pro-israeli
bbc_476,we wish to be clear that this behaviour is unacceptable and those involved could face disciplinary action,pro-palestinian
bbc_476,the protest is one of a number of propalestinian demonstrations taking place at universities around the uk including manchester leeds and goldsmiths in london,pro-palestinian
bbc_477,idf spokesman rear admiral daniel hagari said on wednesday that forces had established operational control of the philadelphi corridor,pro-israeli
bbc_477,he said troops were investigating,pro-israeli
bbc_477,and neutralising tunnels found in the area,pro-palestinian
bbc_477,the philadelphi corridor is a buffer zone only about 100m 330ft wide in parts which runs along the gaza side of the 13km 8mile border with egypt,pro-palestinian
bbc_478,a group of students barricaded themselves inside a newcastle university building on wednesday,pro-palestinian
bbc_478,northumbria police said a number of protesters refused to comply with its instructions and caused considerable disruption in the city centre later that evening,pro-israeli
bbc_478,police were called at about 1610 bst and a spokesman said they had engaged with all parties,pro-israeli
bbc_478,a spokesman said while the activity mainly passed without incident a number of protesters outside the building refused to comply with police instruction and seemed intent on gaining entry,pro-israeli
bbc_478, the men arrested for public order offences were still in custody police said while the other man was released,pro-israeli
bbc_478,the protest is one of a number of propalestinian demonstrations taking place at universities around the uk including manchester leeds and goldsmiths in london,pro-palestinian
bbc_479,i will not allow my precious work my music which i love so much to get into bed with violence said cmat in a statement,pro-israeli
bbc_479,a spokesperson said the bank does not make its own investments but provides financial services to businesses including those in the defence sector,pro-israeli
bbc_479,in her statement cmat whose real name is ciara maryalice thompson said she had asked latitude to find another sponsor,pro-israeli
bbc_479, she apologised to fans who had bought tickets specifically to see her and said she hoped to make it up to you somehow,pro-israeli
bbc_479,she said she was inspired to take a stance by charlotte church who boycotted last weeks hay literary festival,pro-israeli
bbc_479,it is a large investor in several multinational technology companies such as amazon nvidia and meta which have commercial dealings with the state of israel that are tiny in the context of their overall business it said,pro-israeli
bbc_479,chief executive julie finch said the decision had been taken in light of claims raised by campaigners and intense pressure on artists to withdraw,pro-israeli
bbc_479,in her statement ruth said the effective boycott had proved that artists can make a difference and urged latitude to cut its ties with barclays,pro-israeli
bbc_480,thousands join propalestinian march in london an aigenerated image depicting tent camps for displaced palestinians and a slogan that reads all eyes on rafah is sweeping social media,pro-palestinian
bbc_480,there has been widespread international condemnation of the israeli strike which israeli prime minister benjamin netanyahu called a tragic mishap,pro-israeli
bbc_480,following the incident the image went viral after a young man in malaysia posted it on his social media account bbc arabic discovered,pro-palestinian
bbc_480,the deadly incident earlier this week in rafah led to people posting clips of richard peeperkorn a representative of the world health organization in the occupied palestinian territories speaking in february,pro-palestinian
bbc_480,in the months that followed the first use of the phrase all eyes on rafah slogans appeared at rallies around the world and on social media,pro-palestinian
bbc_480,but in the last two days the aigenerated image featuring the slogan has proliferated on social media sites with more than 47 million shares according to an instagram count on thursday afternoon,pro-palestinian
bbc_480,experts who spoke to the bbc say there are a number of factors that explain why the all eyes on rafah message has gone viral in such a short amount of time,pro-palestinian
bbc_480,but according to anastasia kavada who runs an ma course on media campaigning and social change at the university of westminster the most important factor is the timing and political context of the post,pro-palestinian
bbc_480,she explains that it has gone viral at a time when many feel outraged at the news of the strike on the camp in rafah,pro-palestinian
bbc_480,the image  depicting a vast desert and a tent camp with the text all eyes on rafah on it  does not show a real place or the city of rafah,pro-palestinian
bbc_480,dr paul reilly a senior lecturer in communications media and democracy at the university of glasgow says that some activists will feel concerned that the image does not show the true extent of whats really happening on the ground pointing to material posted on social media by journalists in gaza which has not gained such viral prominence,pro-palestinian
bbc_480,but while the image depicts a somewhat sanitised version of what is going on in rafah dr reilly says that could be an advantage from a digital activists perspective in terms of its shareability,pro-palestinian
bbc_480,when shahv4012 published the picture he used the add yours feature launched by instagram in 2021 which allows other users to reshare the photo with just a couple of clicks,pro-palestinian
bbc_480,in most cases anyone who starts using this feature for political reasons aims to contribute to launching largescale campaigns because the post snowballs in popularity he says,pro-palestinian
bbc_480,a smaller countercampaign has been launched on social media in response to the all eyes on rafah message,pro-palestinian
bbc_480,the image later reappeared with instagrams parent company meta saying this image does not violate our policies and that it was working to understand a technical issue that led to some instances of it being mistakenly removed,pro-palestinian
bbc_481,jim hendersons funeral takes place in truro cathedral the edinburgh international book festival has ended its 20year funding partnership with sponsors baillie gifford after pressure from climate change protesters,pro-palestinian
bbc_481,the investment company which is based in edinburgh has been a major sponsor of uk arts events but has come under scrutiny for its investments in fossil fuels,pro-palestinian
bbc_481,book festival chairman allan little said they could nor deliver a safe and sustainable festival in august with the constant threat of disruption from activists,pro-israeli
bbc_481,the protests began when more than 50 authors called on the festival to end its deal with baillie gifford in 2023 after climate change activist greta thunberg cancelled an appearance at the event,pro-palestinian
bbc_481,we hold the activists squarely responsible for the inhibiting effect their action will have on funding for the arts in this country,pro-palestinian
bbc_481, pressure has mounted on the organisers in recent weeks after the protest group fossil free books turned its attention to the longrunning hay festival,pro-palestinian
bbc_481,the group attacked the festival for its links with the investment firm which it says has links to fossil fuel firms and israel,pro-israeli
bbc_481,funding for the arts is now in a perilous position and we should all be clear that without the support of our partners and donors the future of festivals like ours  and all of the benefits these events bring to authors and readers alike  is in jeopardy,pro-palestinian
bbc_481,mr little said the festival was a charity and an important platform which allows people of all views to debate,pro-israeli
bbc_481,book festivals around the world are forums in which rigorous intelligent debate can take place,pro-palestinian
bbc_481,our festival should be a place where progressive and nuanced discussion can happen in a safe and respectful space he said,pro-israeli
bbc_481,the festivals chief executive jenny niven said the mutual decision to end the partnership was a source of great regret,pro-israeli
bbc_481,we have a major global festival starting in 10 weeks time and we need to focus all of our efforts and energy on delivering a safe and successful event for our audiences she said,pro-israeli
bbc_481,undermining the longterm future of charitable organisations such as book festivals is not the right way to bring about change,pro-palestinian
bbc_481, nick thomas a partner at baillie gifford said our collaboration with the edinburgh international book festival spanning decades was rooted in our shared interest in making edinburgh a thriving and culturally vibrant place to live and work,pro-israeli
bbc_481, he said the firm had supported the schools and childrens programmes providing free books  and he defended baillie giffords ethical record,pro-israeli
bbc_481,the assertion that we have significant amounts of money in the occupied palestinian territories is offensively misleading,pro-palestinian
bbc_481,baillie gifford is a large investor in several multinational technology companies including amazon nvidia and meta he said,pro-israeli
bbc_481,demanding divestment from these global companies used by millions of people around the world is unreasonable and serves no purpose,pro-palestinian
bbc_481,much as it would be unreasonable to demand authors boycott instagram or stop selling books on amazon,pro-palestinian
bbc_481,only 2 of our clients money is invested in companies with some business related to fossil fuels,pro-israeli
bbc_481, fossil free books said they welcomed the news that the book festival had dropped baillie gifford as a sponsor,pro-israeli
bbc_481,a statement said our primary demand has always been for baillie gifford to divest and for festivals to use their relationships with baillie gifford to call on the firm to divest,pro-israeli
bbc_481,as bombs continue to fall on palestinians in gaza we hope this sends a clear message we are united in our solidarity for palestinians,pro-palestinian
bbc_481,we love our literary festivals dearly and it is a privilege to share work with readers but this cannot come at the expense of the human rights of palestinians and communities harmed by fossil fuel companies,pro-palestinian
bbc_481,the group added that it has not coerced authors into supporting its aims and said it would be meeting jenny niven from the edinburgh international book festival on friday,pro-israeli
bbc_481,they are known for giving a lot and place few  if any  restrictions on funding,pro-palestinian
bbc_481,the company says only two per cent of their clients investments relate to fossil fuels and any suggestion they have significant sums in occupied palestinian territories is offensively misleading,pro-palestinian
bbc_481,the people who run the edinburgh book festival say this is the only practical way to ensure the event happens at all after threats of disruption and boycott,pro-palestinian
bbc_482,pictures from jabalia show widespread destruction with multistorey buildings reduced to rubble or bombed out shells,pro-palestinian
bbc_482,the times of israel said idf officers had described the fighting in jabalia as some of the most intense of the war,pro-israeli
bbc_482,the war itself could go on for at least the rest of the year a key aide to israeli prime minister benjamin netanyahu said on wednesday,pro-israeli
bbc_482,it said it had told mediators that it would be ready to reach a complete agreement if israel stopped the war,pro-israeli
bbc_483,a barclays representative said it had reported the attack to greater manchester police and added that while respected the right to protest campaigners needed to respect its buildings and not put people at risk,pro-israeli
bbc_483,they added that the safety of customers colleagues and the local community was our priority,pro-palestinian
bbc_483,in a statement pa said it had targeted the banks over alleged investments in israelbased military technology firm elbit systems,pro-israeli
bbc_483,the barclays representative said it did not directly invest in any weapons firms but did provide vital financial services to us uk and european public firms that supply defence products to nato and its allies,pro-israeli
bbc_483,greater manchester police confirmed officers were investigating the damage,pro-israeli
bbc_483,listen to the best of bbc radio manchester on sounds and follow bbc manchester on facebook x and instagram,pro-palestinian
bbc_484,benny gantz vows to quit israel war cabinet over lack of postwar plan a protester chained himself to the goalposts before scotlands womens euro 2025 qualifier against israel at glasgows hampden stadium,pro-israeli
bbc_484,the game eventually kicked off 45 minutes later than planned with scotland running out 41 winners,pro-palestinian
bbc_484,several hundred people some carrying small coffins and palestinian flags had gathered outside the doors of the main stand,pro-palestinian
bbc_484,he was cut free from the posts and led from the pitch by police,pro-israeli
bbc_484,players were seen discussing a second warmup and whether it was safe to return to the pitch shortly before the match got under way,pro-palestinian
bbc_484,the israel players then displayed the shirt of teammate sharon beck who missed the game through injury and a tshirt calling for the release of hostage naama levy,pro-israeli
bbc_484,the match kicked off to the sound of demonstrators outside booing blowing whistles and setting off fireworks,pro-palestinian
bbc_484,a handful of counterprotesters also demonstrated before the group b2 game,pro-palestinian
bbc_484,last week the sfa said it had been left with no option but to bar supporters from attending following extensive security consultations with all key parties,pro-israeli
bbc_484,one group  the gaza genocide emergency committee  arranged a protest before the game at hampden and called for the matches to be cancelled,pro-palestinian
bbc_484,tuesdays return game between scotland and israel in budapest will also be played behind closed doors,pro-israeli
bbc_485,when the game got under way scotland were dominant in one of their finest firsthalf performances under manager pedro martinez losa who has been linked with the vacancy at lyon,pro-palestinian
bbc_485,emslies second made the points safe before the break but it was a more subdued second half until martha thomas scored her 15th international goal with a welltaken penalty to secure backtoback home wins for scotland,pro-palestinian
bbc_485,the players were in the tunnel and preparing to enter the pitch when the prematch incident took place,pro-palestinian
bbc_485,while emslie would have had the opportunity from the spot for a first international hattrick tottenhamx0080x0099s thomas tucked away a deserved goal after bouncing one off the woodwork earlier,pro-palestinian
bbc_485,in the absence of caroline weir scotland have lacked creativity at times but the wsl duo have taken it upon themselves to step up for their country,pro-palestinian
bbc_485,we created a lot of opportunities and i think thats something we want to repeat,pro-palestinian
bbc_486,the deal would eventually lead to a permanent cessation of hostilities and a major reconstruction plan for gaza,pro-palestinian
bbc_486,this is truly a decisive moment he said,pro-israeli
bbc_486,this deal is an opportunity to prove whether they really mean it,pro-palestinian
bbc_486,the second phase would see all remaining living hostages returned including male soldiers,pro-israeli
bbc_486,un secretary general antonio guterres also welcomed the development in a post to x formerly known as twitter,pro-palestinian
bbc_486,as recently as a few days ago israeli prime minister benjamin netanyahu was letting it be known that he was implacably opposed to agreeing to end the war as part of a ceasefire deal  making mr bidens reference to the wars end particularly significant,pro-israeli
bbc_486,the third phase of the proposal would see the final remains of any deceased israeli hostages returned as well as a major reconstruction plan with us and international assistance to rebuild homes schools and hospitals,pro-israeli
bbc_486,in his remarks mr biden acknowledged that some israelis  including officials within israels government  would likely be opposed to the proposal,pro-israeli
bbc_486,ive urged the leadership in israel to stand behind this deal he said,pro-israeli
bbc_486, the us president also directly addressed the israeli people telling them that we cant lose this moment,pro-israeli
bbc_486,he said the latest plan would allow israel to uphold these principles,pro-israeli
bbc_486,the group said it was ready to deal positively and constructively with any proposal centred on a permanent ceasefire provided that israel declares its explicit commitment to that,pro-israeli
bbc_486,meanwhile us secretary of state antony blinken called his counterparts in jordan saudi arabia and turkey to try to build a wider support for the proposal,pro-palestinian
bbc_486,it is unclear when the address would take place,pro-palestinian
bbc_487,barclays suspends sponsorship of download latitude and isle of wight festivals a 24yearold man has been charged over an onthefield protest before scotlands womens euro 2025 qualifier against israel at glasgows hampden stadium,pro-israeli
bbc_487,a protester was led away by police after appearing to chain himself to the goalposts on thursday evening,pro-israeli
bbc_487,the game eventually kicked off 45 minutes later than planned with scotland running out 41 winners,pro-palestinian
bbc_487,a police scotland spokesperson said the arrested man would be the subject of a report to the procurator fiscal,pro-israeli
bbc_488,in statement on saturday mr netanyahus office said israels conditions for ending the war have not changed,pro-israeli
bbc_488,the statement added israel would continue to insist these conditions are met before agreeing to a permanent ceasefire emphasising that no deal could be signed before meeting them,pro-israeli
